Tidal_Volume,Respiratory_Rate,FiO2,PEEP,PIP,Time,label,parameter
472,12,52,7,37,10,Malfunction,PIP
566,12,20,7,23,9,Malfunction,FiO2
618,15,54,7,39,10,Malfunction,PIP
693,14,47,7,28,4,Not malfunction,parameters are working correctly
553,12,46,13,26,8,Malfunction,PEEP
505,16,57,5,26,1,Not malfunction,parameters are working correctly
572,6,51,6,25,6,Malfunction,Respiratory_Rate
496,16,51,7,36,9,Malfunction,PIP
659,18,46,10,25,4,Not malfunction,parameters are working correctly
630,16,30,7,24,8,Malfunction,FiO2
402,14,52,15,22,10,Malfunction,PEEP
651,13,52,12,26,7,Malfunction,PEEP
593,17,29,6,27,9,Malfunction,FiO2
578,14,50,12,27,10,Malfunction,PEEP
698,13,44,9,28,2,Not malfunction,parameters are working correctly
620,13,23,7,26,9,Malfunction,FiO2
552,13,26,8,24,6,Malfunction,FiO2
483,18,50,8,21,3,Not malfunction,parameters are working correctly
471,14,44,6,27,4,Not malfunction,parameters are working correctly
565,20,45,8,20,3,Not malfunction,parameters are working correctly
663,18,60,10,21,3,Not malfunction,parameters are working correctly
582,13,41,7,26,1,Not malfunction,parameters are working correctly
640,17,49,8,29,2,Not malfunction,parameters are working correctly
479,19,55,12,23,9,Malfunction,PEEP
468,16,54,8,20,3,Not malfunction,parameters are working correctly
848,18,57,8,18,7,Malfunction,Tidal_Volume
495,15,40,7,29,2,Not malfunction,parameters are working correctly
527,16,47,14,24,9,Malfunction,PEEP
495,12,41,7,26,3,Not malfunction,parameters are working correctly
575,8,47,7,26,6,Malfunction,Respiratory_Rate
533,13,46,14,22,9,Malfunction,PEEP
615,12,41,7,23,3,Not malfunction,parameters are working correctly
543,13,60,8,26,4,Not malfunction,parameters are working correctly
665,17,60,10,28,1,Not malfunction,parameters are working correctly
643,14,49,9,20,5,Not malfunction,parameters are working correctly
478,13,54,13,26,7,Malfunction,PEEP
657,15,59,8,20,1,Not malfunction,parameters are working correctly
706,8,55,4,24,9,Malfunction,Respiratory_Rate
573,16,20,8,28,8,Malfunction,FiO2
455,17,25,7,27,9,Malfunction,FiO2
517,17,51,9,25,4,Not malfunction,parameters are working correctly
555,17,27,6,23,9,Malfunction,FiO2
826,15,49,8,23,9,Malfunction,Tidal_Volume
540,16,42,12,23,10,Malfunction,PEEP
534,11,46,7,22,8,Malfunction,Respiratory_Rate
699,14,45,10,25,5,Not malfunction,parameters are working correctly
485,14,46,6,20,4,Not malfunction,parameters are working correctly
486,18,42,7,21,5,Not malfunction,parameters are working correctly
604,15,48,8,29,3,Not malfunction,parameters are working correctly
557,16,28,9,23,6,Malfunction,FiO2
603,11,22,5,29,10,Malfunction,FiO2
478,19,53,6,26,5,Not malfunction,parameters are working correctly
502,17,56,10,25,5,Not malfunction,parameters are working correctly
955,14,47,5,26,9,Malfunction,Tidal_Volume
457,19,48,10,22,5,Not malfunction,parameters are working correctly
509,13,52,5,22,4,Not malfunction,parameters are working correctly
631,18,52,12,26,7,Malfunction,PEEP
579,15,41,15,23,8,Malfunction,PEEP
514,16,59,7,22,4,Not malfunction,parameters are working correctly
655,16,58,8,28,4,Not malfunction,parameters are working correctly
590,16,57,6,38,9,Malfunction,PIP
549,15,30,5,20,6,Malfunction,FiO2
621,12,57,5,28,5,Not malfunction,parameters are working correctly
665,14,49,8,35,6,Malfunction,PIP
417,18,65,8,39,7,Malfunction,PIP
437,20,43,10,20,4,Not malfunction,parameters are working correctly
480,16,47,8,21,4,Not malfunction,parameters are working correctly
947,14,48,5,26,6,Malfunction,Tidal_Volume
991,16,49,7,24,6,Malfunction,Tidal_Volume
619,16,60,10,30,1,Not malfunction,parameters are working correctly
588,13,53,7,26,5,Not malfunction,parameters are working correctly
595,15,48,13,25,6,Malfunction,PEEP
500,11,47,7,19,8,Malfunction,Respiratory_Rate
449,19,42,5,21,3,Not malfunction,parameters are working correctly
505,19,49,12,24,10,Malfunction,PEEP
575,16,56,12,28,9,Malfunction,PEEP
558,17,52,9,26,2,Not malfunction,parameters are working correctly
447,18,47,8,27,1,Not malfunction,parameters are working correctly
603,11,53,6,24,8,Malfunction,Respiratory_Rate
617,17,20,6,27,8,Malfunction,FiO2
694,16,53,6,22,1,Not malfunction,parameters are working correctly
469,13,48,10,23,2,Not malfunction,parameters are working correctly
717,16,50,8,40,8,Malfunction,PIP
452,18,49,5,30,2,Not malfunction,parameters are working correctly
431,21,48,13,22,9,Malfunction,PEEP
589,19,57,6,21,3,Not malfunction,parameters are working correctly
673,13,59,5,20,5,Not malfunction,parameters are working correctly
552,17,55,7,25,3,Not malfunction,parameters are working correctly
866,17,49,9,23,6,Malfunction,Tidal_Volume
462,17,47,15,24,10,Malfunction,PEEP
907,18,55,6,22,6,Malfunction,Tidal_Volume
503,18,28,7,22,6,Malfunction,FiO2
522,17,38,7,37,10,Malfunction,PIP
494,17,59,9,37,8,Malfunction,PIP
617,12,59,7,21,2,Not malfunction,parameters are working correctly
566,16,48,15,24,8,Malfunction,PEEP
569,16,49,8,29,1,Not malfunction,parameters are working correctly
431,17,59,10,30,2,Not malfunction,parameters are working correctly
412,15,56,8,23,1,Not malfunction,parameters are working correctly
554,15,41,10,28,3,Not malfunction,parameters are working correctly
449,15,25,7,24,7,Malfunction,FiO2
634,15,26,9,24,10,Malfunction,FiO2
680,16,46,7,36,7,Malfunction,PIP
601,15,47,7,37,8,Malfunction,PIP
636,14,48,7,29,1,Not malfunction,parameters are working correctly
514,6,52,8,21,9,Malfunction,Respiratory_Rate
634,12,47,7,21,2,Not malfunction,parameters are working correctly
441,16,51,9,22,1,Not malfunction,parameters are working correctly
476,12,41,7,22,1,Not malfunction,parameters are working correctly
659,16,44,4,40,7,Malfunction,PIP
554,17,51,10,30,3,Not malfunction,parameters are working correctly
559,16,41,7,21,5,Not malfunction,parameters are working correctly
459,11,40,7,29,7,Malfunction,Respiratory_Rate
527,12,57,6,29,1,Not malfunction,parameters are working correctly
535,19,41,9,25,3,Not malfunction,parameters are working correctly
467,13,55,5,26,4,Not malfunction,parameters are working correctly
587,12,50,8,40,9,Malfunction,PIP
569,7,48,7,24,8,Malfunction,Respiratory_Rate
542,15,47,7,38,9,Malfunction,PIP
425,19,60,5,25,5,Not malfunction,parameters are working correctly
677,15,50,5,24,5,Not malfunction,parameters are working correctly
438,18,54,5,30,2,Not malfunction,parameters are working correctly
559,5,52,6,22,8,Malfunction,Respiratory_Rate
675,14,30,8,21,7,Malfunction,FiO2
558,18,42,9,28,5,Not malfunction,parameters are working correctly
583,13,51,6,27,2,Not malfunction,parameters are working correctly
624,20,60,9,28,2,Not malfunction,parameters are working correctly
481,19,57,8,24,2,Not malfunction,parameters are working correctly
670,17,48,9,21,4,Not malfunction,parameters are working correctly
418,13,50,5,23,3,Not malfunction,parameters are working correctly
608,11,43,9,26,10,Malfunction,Respiratory_Rate
505,18,47,6,35,9,Malfunction,PIP
539,15,45,8,37,7,Malfunction,PIP
560,15,55,13,20,10,Malfunction,PEEP
995,14,53,5,23,6,Malfunction,Tidal_Volume
584,17,43,9,30,2,Not malfunction,parameters are working correctly
620,9,48,8,25,10,Malfunction,Respiratory_Rate
489,11,48,7,25,7,Malfunction,Respiratory_Rate
658,18,56,9,40,10,Malfunction,PIP
527,15,50,7,37,10,Malfunction,PIP
496,12,21,6,25,10,Malfunction,FiO2
445,15,40,10,22,1,Not malfunction,parameters are working correctly
486,7,48,8,24,8,Malfunction,Respiratory_Rate
451,19,60,6,22,4,Not malfunction,parameters are working correctly
546,15,53,7,22,2,Not malfunction,parameters are working correctly
623,13,59,7,23,1,Not malfunction,parameters are working correctly
693,12,27,5,26,6,Malfunction,FiO2
978,17,50,5,23,8,Malfunction,Tidal_Volume
584,17,48,13,24,7,Malfunction,PEEP
515,18,47,10,26,3,Not malfunction,parameters are working correctly
449,18,55,6,25,5,Not malfunction,parameters are working correctly
475,18,53,6,28,1,Not malfunction,parameters are working correctly
607,11,28,9,23,8,Malfunction,FiO2
526,17,48,8,30,4,Not malfunction,parameters are working correctly
529,15,47,6,38,8,Malfunction,PIP
675,19,40,9,30,2,Not malfunction,parameters are working correctly
982,16,44,7,24,7,Malfunction,Tidal_Volume
652,12,55,10,24,3,Not malfunction,parameters are working correctly
675,14,58,7,21,2,Not malfunction,parameters are working correctly
416,13,54,12,27,8,Malfunction,PEEP
550,20,46,4,36,6,Malfunction,PIP
406,20,43,6,20,2,Not malfunction,parameters are working correctly
435,15,44,12,30,10,Malfunction,PEEP
535,18,26,6,26,10,Malfunction,FiO2
431,13,58,7,21,4,Not malfunction,parameters are working correctly
543,19,56,9,28,1,Not malfunction,parameters are working correctly
657,14,47,8,27,2,Not malfunction,parameters are working correctly
550,12,41,9,24,1,Not malfunction,parameters are working correctly
611,11,57,7,24,6,Malfunction,Respiratory_Rate
676,18,52,5,24,2,Not malfunction,parameters are working correctly
531,8,42,6,22,8,Malfunction,Respiratory_Rate
523,17,52,8,39,6,Malfunction,PIP
530,13,47,13,26,9,Malfunction,PEEP
512,14,28,7,23,6,Malfunction,FiO2
566,9,49,6,27,9,Malfunction,Respiratory_Rate
647,15,47,8,24,5,Not malfunction,parameters are working correctly
670,15,46,8,20,4,Not malfunction,parameters are working correctly
583,14,52,6,22,2,Not malfunction,parameters are working correctly
451,5,54,6,21,10,Malfunction,Respiratory_Rate
513,15,41,5,29,2,Not malfunction,parameters are working correctly
561,17,40,8,20,1,Not malfunction,parameters are working correctly
598,16,43,5,27,5,Not malfunction,parameters are working correctly
449,16,45,6,22,4,Not malfunction,parameters are working correctly
425,18,55,9,23,1,Not malfunction,parameters are working correctly
562,19,46,10,23,5,Not malfunction,parameters are working correctly
651,14,42,8,30,5,Not malfunction,parameters are working correctly
425,14,47,6,28,3,Not malfunction,parameters are working correctly
478,19,26,7,26,6,Malfunction,FiO2
444,12,51,7,36,9,Malfunction,PIP
654,15,53,9,25,4,Not malfunction,parameters are working correctly
980,15,57,5,25,10,Malfunction,Tidal_Volume
539,13,47,13,27,6,Malfunction,PEEP
602,12,50,10,24,2,Not malfunction,parameters are working correctly
514,10,52,8,28,8,Malfunction,Respiratory_Rate
540,15,42,6,29,2,Not malfunction,parameters are working correctly
601,6,54,5,25,8,Malfunction,Respiratory_Rate
657,18,21,7,26,7,Malfunction,FiO2
578,20,51,5,21,1,Not malfunction,parameters are working correctly
437,15,41,9,24,4,Not malfunction,parameters are working correctly
624,17,49,6,26,5,Not malfunction,parameters are working correctly
389,16,27,7,29,6,Malfunction,FiO2
567,9,47,6,24,10,Malfunction,Respiratory_Rate
595,17,54,8,37,6,Malfunction,PIP
559,13,43,10,20,3,Not malfunction,parameters are working correctly
447,18,48,5,39,7,Malfunction,PIP
541,12,54,7,26,2,Not malfunction,parameters are working correctly
510,13,56,15,26,9,Malfunction,PEEP
556,15,27,10,23,8,Malfunction,FiO2
653,13,43,5,28,4,Not malfunction,parameters are working correctly
453,17,28,7,24,8,Malfunction,FiO2
496,19,58,5,24,4,Not malfunction,parameters are working correctly
980,14,44,8,28,9,Malfunction,Tidal_Volume
654,20,43,10,26,4,Not malfunction,parameters are working correctly
585,14,51,9,24,1,Not malfunction,parameters are working correctly
564,17,55,7,39,8,Malfunction,PIP
687,20,48,6,20,3,Not malfunction,parameters are working correctly
620,14,24,5,28,9,Malfunction,FiO2
516,15,51,10,25,3,Not malfunction,parameters are working correctly
695,16,55,8,25,5,Not malfunction,parameters are working correctly
427,19,44,7,36,10,Malfunction,PIP
468,12,28,6,25,8,Malfunction,FiO2
612,19,47,13,26,6,Malfunction,PEEP
786,7,52,6,24,7,Malfunction,Respiratory_Rate
507,15,44,7,30,4,Not malfunction,parameters are working correctly
484,17,41,8,28,3,Not malfunction,parameters are working correctly
496,16,47,7,25,4,Not malfunction,parameters are working correctly
486,18,44,8,30,5,Not malfunction,parameters are working correctly
605,13,58,6,30,3,Not malfunction,parameters are working correctly
656,17,43,8,23,2,Not malfunction,parameters are working correctly
973,17,46,6,28,6,Malfunction,Tidal_Volume
510,12,40,7,21,5,Not malfunction,parameters are working correctly
620,12,60,6,25,3,Not malfunction,parameters are working correctly
551,15,55,8,35,10,Malfunction,PIP
540,16,54,12,22,9,Malfunction,PEEP
559,10,46,6,27,6,Malfunction,Respiratory_Rate
473,19,47,12,27,10,Malfunction,PEEP
644,17,26,6,28,7,Malfunction,FiO2
854,15,51,8,22,6,Malfunction,Tidal_Volume
588,20,46,6,26,4,Not malfunction,parameters are working correctly
504,19,26,7,25,7,Malfunction,FiO2
511,11,50,7,20,7,Malfunction,Respiratory_Rate
584,15,53,5,38,6,Malfunction,PIP
570,17,58,8,25,1,Not malfunction,parameters are working correctly
662,5,54,7,24,7,Malfunction,Respiratory_Rate
500,20,46,10,20,3,Not malfunction,parameters are working correctly
930,15,54,7,26,8,Malfunction,Tidal_Volume
599,17,29,5,28,9,Malfunction,FiO2
622,15,55,15,29,10,Malfunction,PEEP
460,13,43,6,24,4,Not malfunction,parameters are working correctly
452,20,60,10,23,5,Not malfunction,parameters are working correctly
652,16,42,6,20,4,Not malfunction,parameters are working correctly
548,18,51,13,27,9,Malfunction,PEEP
426,14,47,10,25,2,Not malfunction,parameters are working correctly
452,19,49,8,25,2,Not malfunction,parameters are working correctly
954,21,48,9,26,6,Malfunction,Tidal_Volume
671,16,27,7,20,10,Malfunction,FiO2
581,13,58,9,23,2,Not malfunction,parameters are working correctly
653,14,43,12,19,10,Malfunction,PEEP
546,17,29,5,26,7,Malfunction,FiO2
461,19,20,6,28,8,Malfunction,FiO2
642,12,46,7,36,6,Malfunction,PIP
438,15,56,13,21,7,Malfunction,PEEP
424,14,54,15,26,6,Malfunction,PEEP
429,6,52,9,27,7,Malfunction,Respiratory_Rate
858,21,57,7,26,7,Malfunction,Tidal_Volume
416,15,54,9,20,2,Not malfunction,parameters are working correctly
529,15,55,14,24,7,Malfunction,PEEP
442,16,37,5,36,6,Malfunction,PIP
629,17,48,10,25,1,Not malfunction,parameters are working correctly
560,18,49,9,37,9,Malfunction,PIP
878,15,59,7,20,10,Malfunction,Tidal_Volume
807,16,51,7,28,8,Malfunction,Tidal_Volume
515,14,41,7,28,4,Not malfunction,parameters are working correctly
547,15,43,8,36,9,Malfunction,PIP
677,18,60,8,27,3,Not malfunction,parameters are working correctly
492,12,50,8,22,3,Not malfunction,parameters are working correctly
412,14,59,9,21,2,Not malfunction,parameters are working correctly
696,12,55,8,20,2,Not malfunction,parameters are working correctly
421,20,50,9,23,4,Not malfunction,parameters are working correctly
515,16,46,7,21,5,Not malfunction,parameters are working correctly
529,14,41,6,29,1,Not malfunction,parameters are working correctly
498,6,53,7,29,10,Malfunction,Respiratory_Rate
513,14,50,14,22,7,Malfunction,PEEP
513,13,51,14,19,8,Malfunction,PEEP
688,18,60,5,28,3,Not malfunction,parameters are working correctly
563,11,52,7,21,7,Malfunction,Respiratory_Rate
463,15,40,5,28,4,Not malfunction,parameters are working correctly
534,20,43,5,26,2,Not malfunction,parameters are working correctly
822,14,44,8,27,7,Malfunction,Tidal_Volume
418,20,60,10,25,2,Not malfunction,parameters are working correctly
487,6,56,9,24,6,Malfunction,Respiratory_Rate
578,18,27,7,24,9,Malfunction,FiO2
432,20,44,6,28,1,Not malfunction,parameters are working correctly
865,16,50,7,27,7,Malfunction,Tidal_Volume
524,19,52,8,28,1,Not malfunction,parameters are working correctly
623,15,28,8,26,10,Malfunction,FiO2
588,17,42,10,24,4,Not malfunction,parameters are working correctly
522,16,54,8,22,3,Not malfunction,parameters are working correctly
503,18,48,8,21,4,Not malfunction,parameters are working correctly
664,18,52,5,28,1,Not malfunction,parameters are working correctly
671,14,53,5,26,4,Not malfunction,parameters are working correctly
667,13,29,6,25,7,Malfunction,FiO2
650,5,39,4,17,10,Malfunction,Respiratory_Rate
697,18,54,5,28,3,Not malfunction,parameters are working correctly
444,8,49,5,28,7,Malfunction,Respiratory_Rate
415,19,55,9,30,3,Not malfunction,parameters are working correctly
467,19,43,10,22,3,Not malfunction,parameters are working correctly
870,13,50,6,25,7,Malfunction,Tidal_Volume
669,16,46,9,22,3,Not malfunction,parameters are working correctly
471,17,46,12,23,6,Malfunction,PEEP
604,19,52,6,27,1,Not malfunction,parameters are working correctly
631,16,53,7,22,1,Not malfunction,parameters are working correctly
560,17,44,7,26,3,Not malfunction,parameters are working correctly
547,12,55,9,26,1,Not malfunction,parameters are working correctly
463,15,51,13,26,10,Malfunction,PEEP
550,19,21,6,26,7,Malfunction,FiO2
863,18,53,8,29,7,Malfunction,Tidal_Volume
595,13,38,7,36,10,Malfunction,PIP
525,14,46,13,22,7,Malfunction,PEEP
684,15,45,15,27,10,Malfunction,PEEP
614,14,49,6,29,3,Not malfunction,parameters are working correctly
517,16,40,10,24,4,Not malfunction,parameters are working correctly
488,15,43,13,23,9,Malfunction,PEEP
572,16,51,12,24,9,Malfunction,PEEP
611,18,43,5,29,3,Not malfunction,parameters are working correctly
609,16,47,14,22,6,Malfunction,PEEP
661,13,42,6,29,1,Not malfunction,parameters are working correctly
539,14,47,9,36,8,Malfunction,PIP
582,12,39,15,23,7,Malfunction,PEEP
488,13,54,12,22,9,Malfunction,PEEP
400,17,47,5,23,1,Not malfunction,parameters are working correctly
668,13,46,10,27,1,Not malfunction,parameters are working correctly
528,16,60,9,20,1,Not malfunction,parameters are working correctly
490,12,50,6,23,5,Not malfunction,parameters are working correctly
421,17,49,10,20,1,Not malfunction,parameters are working correctly
510,6,45,7,23,7,Malfunction,Respiratory_Rate
671,15,60,5,29,2,Not malfunction,parameters are working correctly
567,18,47,8,29,2,Not malfunction,parameters are working correctly
648,15,56,5,30,4,Not malfunction,parameters are working correctly
576,17,28,7,24,7,Malfunction,FiO2
908,15,49,6,24,8,Malfunction,Tidal_Volume
627,12,59,12,26,9,Malfunction,PEEP
491,8,43,6,23,9,Malfunction,Respiratory_Rate
399,9,51,8,24,6,Malfunction,Respiratory_Rate
763,11,55,8,21,9,Malfunction,Respiratory_Rate
567,16,49,14,26,9,Malfunction,PEEP
386,16,25,8,26,7,Malfunction,FiO2
694,16,40,8,24,2,Not malfunction,parameters are working correctly
418,20,50,5,29,1,Not malfunction,parameters are working correctly
566,17,48,8,23,3,Not malfunction,parameters are working correctly
955,19,51,6,26,7,Malfunction,Tidal_Volume
448,18,28,7,27,9,Malfunction,FiO2
564,21,50,12,22,6,Malfunction,PEEP
586,6,45,8,26,6,Malfunction,Respiratory_Rate
605,15,49,7,37,10,Malfunction,PIP
455,13,37,8,37,10,Malfunction,PIP
817,17,49,7,23,8,Malfunction,Tidal_Volume
473,14,45,10,29,1,Not malfunction,parameters are working correctly
609,15,57,5,23,3,Not malfunction,parameters are working correctly
752,11,44,7,23,7,Malfunction,Respiratory_Rate
411,17,42,9,20,1,Not malfunction,parameters are working correctly
684,13,43,5,24,2,Not malfunction,parameters are working correctly
653,13,44,14,24,10,Malfunction,PEEP
465,19,54,12,23,8,Malfunction,PEEP
917,16,46,7,25,10,Malfunction,Tidal_Volume
699,13,44,9,29,4,Not malfunction,parameters are working correctly
674,13,53,8,29,1,Not malfunction,parameters are working correctly
408,15,43,6,21,4,Not malfunction,parameters are working correctly
616,13,27,6,25,8,Malfunction,FiO2
468,15,41,6,23,3,Not malfunction,parameters are working correctly
468,15,45,9,23,3,Not malfunction,parameters are working correctly
584,14,53,8,20,1,Not malfunction,parameters are working correctly
876,18,44,9,26,10,Malfunction,Tidal_Volume
469,14,51,9,29,2,Not malfunction,parameters are working correctly
577,18,47,8,20,4,Not malfunction,parameters are working correctly
522,15,56,8,28,2,Not malfunction,parameters are working correctly
438,17,46,6,39,8,Malfunction,PIP
509,8,38,7,28,6,Malfunction,Respiratory_Rate
443,20,44,5,24,5,Not malfunction,parameters are working correctly
478,9,52,9,24,10,Malfunction,Respiratory_Rate
530,15,54,14,26,10,Malfunction,PEEP
561,17,50,7,30,5,Not malfunction,parameters are working correctly
557,16,48,13,27,9,Malfunction,PEEP
515,18,53,13,27,6,Malfunction,PEEP
617,19,49,6,26,5,Not malfunction,parameters are working correctly
415,13,44,5,21,3,Not malfunction,parameters are working correctly
736,14,50,6,38,9,Malfunction,PIP
507,13,43,8,28,5,Not malfunction,parameters are working correctly
537,12,42,5,26,3,Not malfunction,parameters are working correctly
547,12,60,6,25,2,Not malfunction,parameters are working correctly
845,15,50,7,26,6,Malfunction,Tidal_Volume
543,19,46,9,28,2,Not malfunction,parameters are working correctly
441,15,54,5,22,2,Not malfunction,parameters are working correctly
457,16,42,14,24,10,Malfunction,PEEP
691,14,44,9,29,2,Not malfunction,parameters are working correctly
650,19,49,9,21,1,Not malfunction,parameters are working correctly
635,15,24,4,26,9,Malfunction,FiO2
583,15,47,6,24,3,Not malfunction,parameters are working correctly
389,21,55,7,36,8,Malfunction,PIP
623,15,57,7,29,2,Not malfunction,parameters are working correctly
641,15,57,7,21,2,Not malfunction,parameters are working correctly
678,20,41,6,23,4,Not malfunction,parameters are working correctly
725,13,46,12,26,7,Malfunction,PEEP
605,12,56,5,27,2,Not malfunction,parameters are working correctly
453,16,50,9,29,1,Not malfunction,parameters are working correctly
522,13,49,9,24,4,Not malfunction,parameters are working correctly
471,16,49,8,27,4,Not malfunction,parameters are working correctly
549,17,41,5,26,1,Not malfunction,parameters are working correctly
613,18,42,10,28,4,Not malfunction,parameters are working correctly
496,15,49,15,26,8,Malfunction,PEEP
939,15,49,7,24,7,Malfunction,Tidal_Volume
558,20,58,7,27,5,Not malfunction,parameters are working correctly
925,15,49,7,25,7,Malfunction,Tidal_Volume
633,14,45,10,23,5,Not malfunction,parameters are working correctly
527,15,56,8,36,10,Malfunction,PIP
562,16,46,8,39,8,Malfunction,PIP
475,13,41,5,29,1,Not malfunction,parameters are working correctly
521,19,60,10,28,4,Not malfunction,parameters are working correctly
940,12,47,7,22,10,Malfunction,Tidal_Volume
541,11,49,5,24,9,Malfunction,Respiratory_Rate
435,12,40,6,23,1,Not malfunction,parameters are working correctly
629,16,25,6,24,10,Malfunction,FiO2
599,14,50,10,25,1,Not malfunction,parameters are working correctly
507,16,50,5,23,3,Not malfunction,parameters are working correctly
998,18,51,6,25,9,Malfunction,Tidal_Volume
515,11,43,8,22,9,Malfunction,Respiratory_Rate
642,18,44,7,20,2,Not malfunction,parameters are working correctly
592,5,52,7,28,10,Malfunction,Respiratory_Rate
623,17,46,15,25,9,Malfunction,PEEP
680,16,57,8,23,2,Not malfunction,parameters are working correctly
915,15,52,7,24,6,Malfunction,Tidal_Volume
999,17,45,7,27,8,Malfunction,Tidal_Volume
448,18,58,10,28,3,Not malfunction,parameters are working correctly
599,7,54,8,25,10,Malfunction,Respiratory_Rate
550,7,53,7,22,10,Malfunction,Respiratory_Rate
623,17,44,13,23,9,Malfunction,PEEP
665,14,57,8,22,2,Not malfunction,parameters are working correctly
567,11,44,5,31,10,Malfunction,Respiratory_Rate
687,13,56,9,25,4,Not malfunction,parameters are working correctly
526,18,58,8,29,4,Not malfunction,parameters are working correctly
470,19,53,5,26,5,Not malfunction,parameters are working correctly
448,12,41,6,21,5,Not malfunction,parameters are working correctly
513,14,27,8,24,7,Malfunction,FiO2
652,18,25,8,27,7,Malfunction,FiO2
584,20,57,7,27,4,Not malfunction,parameters are working correctly
661,17,45,7,29,2,Not malfunction,parameters are working correctly
949,14,43,6,24,6,Malfunction,Tidal_Volume
987,17,49,8,25,8,Malfunction,Tidal_Volume
414,19,58,8,24,5,Not malfunction,parameters are working correctly
452,11,43,7,23,8,Malfunction,Respiratory_Rate
422,17,40,8,24,1,Not malfunction,parameters are working correctly
720,5,53,6,21,10,Malfunction,Respiratory_Rate
512,13,58,7,24,3,Not malfunction,parameters are working correctly
586,14,41,6,26,2,Not malfunction,parameters are working correctly
610,16,60,7,38,10,Malfunction,PIP
505,14,49,8,35,6,Malfunction,PIP
457,9,56,9,22,6,Malfunction,Respiratory_Rate
516,17,25,7,25,8,Malfunction,FiO2
409,18,46,9,27,5,Not malfunction,parameters are working correctly
681,13,52,5,40,6,Malfunction,PIP
483,12,55,5,26,5,Not malfunction,parameters are working correctly
504,18,54,8,26,1,Not malfunction,parameters are working correctly
683,16,59,7,27,2,Not malfunction,parameters are working correctly
536,12,40,10,21,3,Not malfunction,parameters are working correctly
413,16,43,9,23,5,Not malfunction,parameters are working correctly
589,16,55,15,27,9,Malfunction,PEEP
553,13,58,10,20,1,Not malfunction,parameters are working correctly
613,14,58,5,24,2,Not malfunction,parameters are working correctly
465,19,59,10,22,3,Not malfunction,parameters are working correctly
650,17,58,5,20,5,Not malfunction,parameters are working correctly
431,16,60,5,22,1,Not malfunction,parameters are working correctly
485,18,27,5,23,6,Malfunction,FiO2
465,8,54,7,23,9,Malfunction,Respiratory_Rate
943,15,47,6,25,10,Malfunction,Tidal_Volume
455,19,55,7,25,4,Not malfunction,parameters are working correctly
411,19,59,5,24,5,Not malfunction,parameters are working correctly
654,14,50,5,26,2,Not malfunction,parameters are working correctly
454,16,52,9,29,1,Not malfunction,parameters are working correctly
536,8,49,8,24,10,Malfunction,Respiratory_Rate
654,15,45,14,27,10,Malfunction,PEEP
471,15,26,8,22,9,Malfunction,FiO2
517,17,48,15,28,7,Malfunction,PEEP
485,14,20,8,21,6,Malfunction,FiO2
499,15,44,9,22,5,Not malfunction,parameters are working correctly
919,14,59,6,24,8,Malfunction,Tidal_Volume
537,16,56,6,21,3,Not malfunction,parameters are working correctly
562,16,51,14,26,7,Malfunction,PEEP
841,13,55,8,25,9,Malfunction,Tidal_Volume
546,12,41,6,27,3,Not malfunction,parameters are working correctly
561,17,57,5,25,3,Not malfunction,parameters are working correctly
542,14,60,5,21,3,Not malfunction,parameters are working correctly
629,13,41,6,23,3,Not malfunction,parameters are working correctly
594,19,56,8,29,2,Not malfunction,parameters are working correctly
513,15,54,10,35,7,Malfunction,PIP
860,19,55,4,25,10,Malfunction,Tidal_Volume
650,18,59,10,23,2,Not malfunction,parameters are working correctly
669,17,58,6,25,2,Not malfunction,parameters are working correctly
388,15,55,9,38,7,Malfunction,PIP
608,16,42,6,23,5,Not malfunction,parameters are working correctly
497,17,51,7,29,3,Not malfunction,parameters are working correctly
562,12,26,6,20,6,Malfunction,FiO2
629,17,50,6,25,2,Not malfunction,parameters are working correctly
623,7,48,5,23,10,Malfunction,Respiratory_Rate
425,17,55,7,22,5,Not malfunction,parameters are working correctly
629,12,41,6,25,3,Not malfunction,parameters are working correctly
570,16,25,7,25,9,Malfunction,FiO2
682,17,21,5,19,7,Malfunction,FiO2
569,8,42,6,24,10,Malfunction,Respiratory_Rate
662,18,51,7,22,3,Not malfunction,parameters are working correctly
505,19,37,6,40,10,Malfunction,PIP
460,13,27,7,24,10,Malfunction,FiO2
502,17,54,8,30,3,Not malfunction,parameters are working correctly
620,12,23,6,29,9,Malfunction,FiO2
620,15,41,10,28,5,Not malfunction,parameters are working correctly
555,17,23,8,27,7,Malfunction,FiO2
699,13,49,6,21,1,Not malfunction,parameters are working correctly
548,17,53,8,40,6,Malfunction,PIP
829,15,53,10,22,9,Malfunction,Tidal_Volume
451,18,48,14,25,10,Malfunction,PEEP
559,15,29,5,23,10,Malfunction,FiO2
691,17,44,5,21,4,Not malfunction,parameters are working correctly
903,15,48,7,22,8,Malfunction,Tidal_Volume
691,17,53,7,29,4,Not malfunction,parameters are working correctly
593,12,40,7,24,2,Not malfunction,parameters are working correctly
410,17,41,5,24,5,Not malfunction,parameters are working correctly
623,15,22,6,23,10,Malfunction,FiO2
670,6,49,7,25,9,Malfunction,Respiratory_Rate
576,13,52,5,20,2,Not malfunction,parameters are working correctly
655,15,44,5,38,10,Malfunction,PIP
479,20,48,5,23,1,Not malfunction,parameters are working correctly
543,16,21,6,24,8,Malfunction,FiO2
885,14,51,6,24,8,Malfunction,Tidal_Volume
