Heart_Rate,Blood_Pressure_Systolic,Blood_Pressure_Diastolic,Oxygen_Saturation,Temperature,Time,label,parameter
60,116,65,100,36,4,Not malfunction,parameters are working correctly
75,119,71,95,36,2,Not malfunction,parameters are working correctly
69,100,61,96,40,8,Malfunction,Temperature
110,99,68,96,36,9,Malfunction,Heart_Rate
95,111,61,99,37,4,Not malfunction,parameters are working correctly
62,96,68,97,37,4,Not malfunction,parameters are working correctly
93,95,94,96,36,7,Malfunction,Blood_Pressure_Diastolic
63,116,67,100,37,3,Not malfunction,parameters are working correctly
84,114,79,99,37,1,Not malfunction,parameters are working correctly
97,101,63,100,36,3,Not malfunction,parameters are working correctly
62,114,72,97,37,3,Not malfunction,parameters are working correctly
94,112,66,96,37,3,Not malfunction,parameters are working correctly
70,97,69,96,37,5,Not malfunction,parameters are working correctly
69,96,69,98,36,3,Not malfunction,parameters are working correctly
78,99,69,86,36,6,Malfunction,Oxygen_Saturation
119,99,72,98,36,9,Malfunction,Heart_Rate
78,107,76,100,37,5,Not malfunction,parameters are working correctly
62,131,71,99,36,6,Malfunction,Blood_Pressure_Systolic
85,103,66,100,36,1,Not malfunction,parameters are working correctly
75,132,77,97,36,6,Malfunction,Blood_Pressure_Systolic
88,120,61,100,36,3,Not malfunction,parameters are working correctly
74,96,62,97,37,4,Not malfunction,parameters are working correctly
98,111,65,98,38,10,Malfunction,Temperature
120,98,64,99,36,8,Malfunction,Heart_Rate
94,116,72,100,36,5,Not malfunction,parameters are working correctly
63,91,70,100,37,3,Not malfunction,parameters are working correctly
118,114,76,96,36,8,Malfunction,Heart_Rate
87,107,71,95,36,3,Not malfunction,parameters are working correctly
74,95,75,98,37,3,Not malfunction,parameters are working correctly
84,110,70,95,36,1,Not malfunction,parameters are working correctly
69,145,58,97,36,6,Malfunction,Blood_Pressure_Systolic
97,120,62,95,36,2,Not malfunction,parameters are working correctly
89,104,68,95,37,2,Not malfunction,parameters are working correctly
116,116,79,96,36,7,Malfunction,Heart_Rate
98,122,80,88,36,8,Malfunction,Oxygen_Saturation
67,113,65,97,36,5,Not malfunction,parameters are working correctly
97,117,68,95,36,3,Not malfunction,parameters are working correctly
92,103,68,85,36,9,Malfunction,Oxygen_Saturation
72,112,77,95,39,8,Malfunction,Temperature
78,105,85,97,36,10,Malfunction,Blood_Pressure_Diastolic
73,118,73,98,36,1,Not malfunction,parameters are working correctly
81,138,67,98,36,7,Malfunction,Blood_Pressure_Systolic
87,141,75,96,36,6,Malfunction,Blood_Pressure_Systolic
80,91,78,98,37,5,Not malfunction,parameters are working correctly
93,101,78,96,37,4,Not malfunction,parameters are working correctly
82,83,68,89,36,8,Malfunction,Oxygen_Saturation
70,118,73,100,36,1,Not malfunction,parameters are working correctly
88,103,80,96,37,5,Not malfunction,parameters are working correctly
67,99,78,100,36,2,Not malfunction,parameters are working correctly
70,95,76,99,36,4,Not malfunction,parameters are working correctly
73,106,89,98,36,7,Malfunction,Blood_Pressure_Diastolic
64,130,69,98,36,6,Malfunction,Blood_Pressure_Systolic
76,147,68,98,36,6,Malfunction,Blood_Pressure_Systolic
60,104,75,99,37,2,Not malfunction,parameters are working correctly
81,92,65,96,37,2,Not malfunction,parameters are working correctly
89,120,66,99,36,2,Not malfunction,parameters are working correctly
68,136,65,97,36,10,Malfunction,Blood_Pressure_Systolic
92,90,74,100,36,1,Not malfunction,parameters are working correctly
89,103,62,99,36,1,Not malfunction,parameters are working correctly
87,91,76,97,36,5,Not malfunction,parameters are working correctly
78,144,70,99,36,7,Malfunction,Blood_Pressure_Systolic
75,146,66,97,36,10,Malfunction,Blood_Pressure_Systolic
84,104,85,97,36,9,Malfunction,Blood_Pressure_Diastolic
62,98,76,100,37,1,Not malfunction,parameters are working correctly
123,92,74,97,36,6,Malfunction,Heart_Rate
93,113,72,99,36,1,Not malfunction,parameters are working correctly
73,93,68,96,36,1,Not malfunction,parameters are working correctly
100,90,63,97,36,5,Not malfunction,parameters are working correctly
97,117,80,97,37,1,Not malfunction,parameters are working correctly
91,112,76,99,36,1,Not malfunction,parameters are working correctly
64,108,71,99,37,3,Not malfunction,parameters are working correctly
72,88,73,98,38,7,Malfunction,Temperature
95,92,70,97,37,5,Not malfunction,parameters are working correctly
97,114,65,96,36,5,Not malfunction,parameters are working correctly
83,102,91,95,36,7,Malfunction,Blood_Pressure_Diastolic
76,100,89,95,36,10,Malfunction,Blood_Pressure_Diastolic
73,113,80,98,37,4,Not malfunction,parameters are working correctly
97,111,63,99,36,1,Not malfunction,parameters are working correctly
61,94,85,97,36,9,Malfunction,Blood_Pressure_Diastolic
100,135,70,96,36,9,Malfunction,Blood_Pressure_Systolic
122,101,67,96,36,7,Malfunction,Heart_Rate
80,101,70,95,37,2,Not malfunction,parameters are working correctly
99,103,63,98,39,10,Malfunction,Temperature
124,107,66,96,36,10,Malfunction,Heart_Rate
74,134,65,97,37,10,Malfunction,Blood_Pressure_Systolic
65,98,61,97,36,3,Not malfunction,parameters are working correctly
87,96,68,96,36,2,Not malfunction,parameters are working correctly
68,96,68,97,40,6,Malfunction,Temperature
87,91,69,99,37,3,Not malfunction,parameters are working correctly
121,107,70,96,36,6,Malfunction,Heart_Rate
91,87,65,99,38,8,Malfunction,Temperature
68,105,75,100,36,3,Not malfunction,parameters are working correctly
72,93,75,98,36,3,Not malfunction,parameters are working correctly
87,97,75,85,36,10,Malfunction,Oxygen_Saturation
63,116,73,95,37,3,Not malfunction,parameters are working correctly
75,91,63,97,37,4,Not malfunction,parameters are working correctly
86,90,80,97,36,1,Not malfunction,parameters are working correctly
76,101,72,95,37,3,Not malfunction,parameters are working correctly
72,102,72,98,38,10,Malfunction,Temperature
81,94,68,94,38,8,Malfunction,Temperature
94,120,68,100,37,5,Not malfunction,parameters are working correctly
90,106,89,98,36,8,Malfunction,Blood_Pressure_Diastolic
82,103,67,97,40,7,Malfunction,Temperature
73,94,72,98,37,3,Not malfunction,parameters are working correctly
64,127,73,97,40,6,Malfunction,Temperature
61,110,79,96,37,2,Not malfunction,parameters are working correctly
81,102,66,88,36,8,Malfunction,Oxygen_Saturation
93,149,70,98,36,9,Malfunction,Blood_Pressure_Systolic
86,119,70,96,36,1,Not malfunction,parameters are working correctly
77,113,85,96,36,6,Malfunction,Blood_Pressure_Diastolic
60,97,73,90,36,8,Malfunction,Oxygen_Saturation
80,98,91,97,36,10,Malfunction,Blood_Pressure_Diastolic
71,110,75,96,37,5,Not malfunction,parameters are working correctly
81,109,70,95,36,2,Not malfunction,parameters are working correctly
98,120,80,95,37,3,Not malfunction,parameters are working correctly
85,119,92,97,36,8,Malfunction,Blood_Pressure_Diastolic
86,114,91,100,36,9,Malfunction,Blood_Pressure_Diastolic
87,101,60,95,37,2,Not malfunction,parameters are working correctly
65,95,63,95,37,2,Not malfunction,parameters are working correctly
75,116,75,96,37,2,Not malfunction,parameters are working correctly
87,98,75,98,36,5,Not malfunction,parameters are working correctly
97,104,85,98,36,8,Malfunction,Blood_Pressure_Diastolic
82,113,79,97,39,7,Malfunction,Temperature
79,91,75,99,37,1,Not malfunction,parameters are working correctly
65,114,60,96,37,2,Not malfunction,parameters are working correctly
74,104,94,95,36,9,Malfunction,Blood_Pressure_Diastolic
88,99,84,85,36,10,Malfunction,Oxygen_Saturation
81,108,69,97,40,8,Malfunction,Temperature
114,99,77,99,36,9,Malfunction,Heart_Rate
82,107,64,96,37,5,Not malfunction,parameters are working correctly
75,117,70,95,37,2,Not malfunction,parameters are working correctly
73,96,85,98,36,9,Malfunction,Blood_Pressure_Diastolic
89,105,76,96,36,3,Not malfunction,parameters are working correctly
96,96,68,97,36,1,Not malfunction,parameters are working correctly
75,101,62,97,36,3,Not malfunction,parameters are working correctly
93,142,73,95,36,8,Malfunction,Blood_Pressure_Systolic
70,102,69,89,36,9,Malfunction,Oxygen_Saturation
85,95,75,98,38,8,Malfunction,Temperature
61,116,74,98,37,1,Not malfunction,parameters are working correctly
84,149,60,97,36,8,Malfunction,Blood_Pressure_Systolic
90,107,78,95,37,1,Not malfunction,parameters are working correctly
61,105,72,96,36,4,Not malfunction,parameters are working correctly
79,103,73,90,36,8,Malfunction,Oxygen_Saturation
130,114,72,95,36,9,Malfunction,Heart_Rate
74,113,69,96,36,3,Not malfunction,parameters are working correctly
89,108,70,89,36,6,Malfunction,Oxygen_Saturation
82,96,63,96,37,3,Not malfunction,parameters are working correctly
71,107,74,95,39,8,Malfunction,Temperature
73,103,93,97,36,7,Malfunction,Blood_Pressure_Diastolic
73,136,66,97,36,6,Malfunction,Blood_Pressure_Systolic
80,120,78,100,36,3,Not malfunction,parameters are working correctly
77,113,64,86,35,10,Malfunction,Oxygen_Saturation
99,114,63,98,37,1,Not malfunction,parameters are working correctly
123,104,62,98,36,10,Malfunction,Heart_Rate
84,132,66,98,36,6,Malfunction,Blood_Pressure_Systolic
94,98,73,96,36,2,Not malfunction,parameters are working correctly
87,113,61,97,37,3,Not malfunction,parameters are working correctly
125,106,67,95,36,7,Malfunction,Heart_Rate
60,100,74,98,36,4,Not malfunction,parameters are working correctly
84,115,70,98,40,8,Malfunction,Temperature
99,112,75,100,36,1,Not malfunction,parameters are working correctly
62,97,78,96,36,2,Not malfunction,parameters are working correctly
123,95,69,98,36,7,Malfunction,Heart_Rate
82,117,72,95,37,3,Not malfunction,parameters are working correctly
78,97,69,97,38,7,Malfunction,Temperature
50,104,71,99,38,9,Malfunction,Temperature
75,97,65,96,37,2,Not malfunction,parameters are working correctly
117,108,69,96,36,7,Malfunction,Heart_Rate
111,98,70,97,36,6,Malfunction,Heart_Rate
96,108,95,96,36,6,Malfunction,Blood_Pressure_Diastolic
93,99,64,96,37,1,Not malfunction,parameters are working correctly
88,120,66,98,36,2,Not malfunction,parameters are working correctly
91,110,73,99,40,6,Malfunction,Temperature
83,104,94,100,35,6,Malfunction,Blood_Pressure_Diastolic
76,92,65,100,36,1,Not malfunction,parameters are working correctly
94,118,63,97,37,4,Not malfunction,parameters are working correctly
64,115,67,100,36,5,Not malfunction,parameters are working correctly
74,95,61,98,40,10,Malfunction,Temperature
91,109,68,100,36,4,Not malfunction,parameters are working correctly
86,117,72,98,37,5,Not malfunction,parameters are working correctly
66,93,60,96,36,2,Not malfunction,parameters are working correctly
91,99,79,95,37,2,Not malfunction,parameters are working correctly
125,117,65,96,36,7,Malfunction,Heart_Rate
89,118,65,96,37,2,Not malfunction,parameters are working correctly
84,114,74,97,37,4,Not malfunction,parameters are working correctly
81,113,66,96,36,5,Not malfunction,parameters are working correctly
86,107,90,96,36,9,Malfunction,Blood_Pressure_Diastolic
70,116,76,99,37,5,Not malfunction,parameters are working correctly
60,112,65,100,37,2,Not malfunction,parameters are working correctly
78,106,67,100,37,2,Not malfunction,parameters are working correctly
128,109,73,99,36,8,Malfunction,Heart_Rate
98,106,78,96,36,1,Not malfunction,parameters are working correctly
73,108,89,97,36,7,Malfunction,Blood_Pressure_Diastolic
66,103,80,99,37,4,Not malfunction,parameters are working correctly
85,97,67,97,37,1,Not malfunction,parameters are working correctly
78,106,75,100,37,5,Not malfunction,parameters are working correctly
89,120,66,99,37,3,Not malfunction,parameters are working correctly
75,96,69,100,37,2,Not malfunction,parameters are working correctly
68,91,70,99,37,4,Not malfunction,parameters are working correctly
62,131,77,98,36,8,Malfunction,Blood_Pressure_Systolic
68,103,77,99,37,5,Not malfunction,parameters are working correctly
123,112,70,97,36,9,Malfunction,Heart_Rate
81,104,78,98,37,3,Not malfunction,parameters are working correctly
91,100,62,90,36,10,Malfunction,Oxygen_Saturation
88,107,71,98,37,1,Not malfunction,parameters are working correctly
93,113,68,98,39,8,Malfunction,Temperature
57,106,68,89,36,6,Malfunction,Oxygen_Saturation
91,145,64,97,36,9,Malfunction,Blood_Pressure_Systolic
87,108,60,98,40,10,Malfunction,Temperature
84,110,85,96,36,7,Malfunction,Blood_Pressure_Diastolic
123,111,62,96,35,7,Malfunction,Heart_Rate
84,104,85,96,36,8,Malfunction,Blood_Pressure_Diastolic
82,101,67,94,39,7,Malfunction,Temperature
62,108,70,95,36,5,Not malfunction,parameters are working correctly
66,103,79,95,37,3,Not malfunction,parameters are working correctly
85,98,92,95,36,7,Malfunction,Blood_Pressure_Diastolic
80,115,70,99,37,1,Not malfunction,parameters are working correctly
96,106,85,96,36,6,Malfunction,Blood_Pressure_Diastolic
125,107,77,95,36,9,Malfunction,Heart_Rate
94,93,59,87,36,7,Malfunction,Oxygen_Saturation
83,135,68,98,36,8,Malfunction,Blood_Pressure_Systolic
67,116,73,96,36,3,Not malfunction,parameters are working correctly
89,91,70,98,36,3,Not malfunction,parameters are working correctly
87,99,64,100,36,2,Not malfunction,parameters are working correctly
92,114,60,96,37,2,Not malfunction,parameters are working correctly
67,108,85,98,36,7,Malfunction,Blood_Pressure_Diastolic
65,109,71,99,37,2,Not malfunction,parameters are working correctly
75,117,74,97,36,5,Not malfunction,parameters are working correctly
87,118,93,96,36,8,Malfunction,Blood_Pressure_Diastolic
74,110,61,100,36,2,Not malfunction,parameters are working correctly
96,108,77,88,36,10,Malfunction,Oxygen_Saturation
65,110,60,96,37,3,Not malfunction,parameters are working correctly
70,106,70,99,39,6,Malfunction,Temperature
82,87,70,90,36,7,Malfunction,Oxygen_Saturation
110,103,65,97,36,10,Malfunction,Heart_Rate
63,103,76,98,37,5,Not malfunction,parameters are working correctly
78,104,93,97,36,7,Malfunction,Blood_Pressure_Diastolic
85,96,78,98,36,1,Not malfunction,parameters are working correctly
100,117,68,97,36,2,Not malfunction,parameters are working correctly
96,90,74,98,37,4,Not malfunction,parameters are working correctly
77,108,66,96,36,2,Not malfunction,parameters are working correctly
93,108,91,98,36,8,Malfunction,Blood_Pressure_Diastolic
75,117,65,100,37,2,Not malfunction,parameters are working correctly
87,106,63,96,37,2,Not malfunction,parameters are working correctly
85,107,95,96,36,10,Malfunction,Blood_Pressure_Diastolic
87,113,73,89,36,6,Malfunction,Oxygen_Saturation
87,95,62,96,37,1,Not malfunction,parameters are working correctly
122,114,71,97,36,7,Malfunction,Heart_Rate
77,119,90,97,36,6,Malfunction,Blood_Pressure_Diastolic
81,142,68,98,36,10,Malfunction,Blood_Pressure_Systolic
96,149,75,97,36,6,Malfunction,Blood_Pressure_Systolic
78,108,90,97,36,9,Malfunction,Blood_Pressure_Diastolic
98,105,66,99,39,6,Malfunction,Temperature
98,116,64,86,36,7,Malfunction,Oxygen_Saturation
71,106,72,97,36,1,Not malfunction,parameters are working correctly
74,116,88,97,36,7,Malfunction,Blood_Pressure_Diastolic
59,98,86,96,36,8,Malfunction,Blood_Pressure_Diastolic
83,96,90,98,36,6,Malfunction,Blood_Pressure_Diastolic
125,96,75,97,36,6,Malfunction,Heart_Rate
65,116,76,100,36,3,Not malfunction,parameters are working correctly
73,103,89,94,36,9,Malfunction,Blood_Pressure_Diastolic
73,141,73,100,36,9,Malfunction,Blood_Pressure_Systolic
68,95,64,97,36,3,Not malfunction,parameters are working correctly
62,105,70,98,36,4,Not malfunction,parameters are working correctly
122,90,70,94,36,9,Malfunction,Heart_Rate
78,97,76,98,37,2,Not malfunction,parameters are working correctly
73,106,73,99,36,5,Not malfunction,parameters are working correctly
115,120,84,97,37,6,Malfunction,Heart_Rate
95,116,65,100,36,2,Not malfunction,parameters are working correctly
61,94,78,96,37,4,Not malfunction,parameters are working correctly
61,119,73,100,36,1,Not malfunction,parameters are working correctly
95,103,64,100,37,3,Not malfunction,parameters are working correctly
105,139,69,97,36,7,Malfunction,Blood_Pressure_Systolic
74,117,75,100,37,4,Not malfunction,parameters are working correctly
78,141,67,97,36,10,Malfunction,Blood_Pressure_Systolic
80,107,76,89,36,10,Malfunction,Oxygen_Saturation
76,104,75,100,37,3,Not malfunction,parameters are working correctly
74,96,94,98,36,6,Malfunction,Blood_Pressure_Diastolic
99,110,72,96,37,1,Not malfunction,parameters are working correctly
77,103,67,95,37,3,Not malfunction,parameters are working correctly
80,110,65,97,36,4,Not malfunction,parameters are working correctly
90,118,76,98,37,4,Not malfunction,parameters are working correctly
67,118,76,99,36,5,Not malfunction,parameters are working correctly
77,107,89,96,36,10,Malfunction,Blood_Pressure_Diastolic
99,95,66,100,36,1,Not malfunction,parameters are working correctly
84,103,95,98,36,9,Malfunction,Blood_Pressure_Diastolic
75,102,64,98,39,10,Malfunction,Temperature
63,112,62,95,37,5,Not malfunction,parameters are working correctly
82,104,80,96,37,4,Not malfunction,parameters are working correctly
59,108,69,97,38,9,Malfunction,Temperature
97,112,63,99,36,1,Not malfunction,parameters are working correctly
87,107,70,86,36,8,Malfunction,Oxygen_Saturation
100,105,76,98,36,2,Not malfunction,parameters are working correctly
80,103,69,97,38,10,Malfunction,Temperature
119,115,64,99,36,10,Malfunction,Heart_Rate
81,95,73,88,36,7,Malfunction,Oxygen_Saturation
77,135,69,97,36,7,Malfunction,Blood_Pressure_Systolic
83,96,74,85,36,9,Malfunction,Oxygen_Saturation
96,100,76,98,36,2,Not malfunction,parameters are working correctly
83,92,73,100,39,7,Malfunction,Temperature
79,137,72,95,36,6,Malfunction,Blood_Pressure_Systolic
84,117,67,99,36,5,Not malfunction,parameters are working correctly
70,103,92,99,36,7,Malfunction,Blood_Pressure_Diastolic
78,106,72,98,36,3,Not malfunction,parameters are working correctly
128,103,66,97,36,7,Malfunction,Heart_Rate
65,117,71,95,36,4,Not malfunction,parameters are working correctly
67,104,73,85,36,9,Malfunction,Oxygen_Saturation
69,135,64,96,36,8,Malfunction,Blood_Pressure_Systolic
88,105,70,98,40,10,Malfunction,Temperature
81,90,61,100,36,4,Not malfunction,parameters are working correctly
87,117,69,99,37,5,Not malfunction,parameters are working correctly
126,103,71,98,36,8,Malfunction,Heart_Rate
95,99,75,96,37,1,Not malfunction,parameters are working correctly
90,130,73,98,36,10,Malfunction,Blood_Pressure_Systolic
106,143,76,98,36,8,Malfunction,Blood_Pressure_Systolic
93,97,64,99,37,2,Not malfunction,parameters are working correctly
86,116,60,96,36,1,Not malfunction,parameters are working correctly
81,119,61,96,37,3,Not malfunction,parameters are working correctly
88,98,68,100,36,5,Not malfunction,parameters are working correctly
71,111,71,85,36,10,Malfunction,Oxygen_Saturation
78,149,59,94,36,10,Malfunction,Blood_Pressure_Systolic
86,110,77,97,37,5,Not malfunction,parameters are working correctly
104,118,90,97,36,8,Malfunction,Blood_Pressure_Diastolic
91,98,77,98,37,2,Not malfunction,parameters are working correctly
82,145,68,99,36,8,Malfunction,Blood_Pressure_Systolic
67,104,79,99,36,3,Not malfunction,parameters are working correctly
66,121,58,90,36,9,Malfunction,Oxygen_Saturation
92,96,75,98,37,2,Not malfunction,parameters are working correctly
95,100,72,100,37,5,Not malfunction,parameters are working correctly
88,147,71,98,36,6,Malfunction,Blood_Pressure_Systolic
99,99,76,98,37,2,Not malfunction,parameters are working correctly
61,104,76,96,36,3,Not malfunction,parameters are working correctly
65,99,71,98,38,9,Malfunction,Temperature
76,95,72,86,36,6,Malfunction,Oxygen_Saturation
62,110,88,95,35,9,Malfunction,Blood_Pressure_Diastolic
84,107,79,98,40,10,Malfunction,Temperature
129,104,77,97,36,10,Malfunction,Heart_Rate
75,93,65,96,36,4,Not malfunction,parameters are working correctly
98,98,78,100,36,4,Not malfunction,parameters are working correctly
91,118,76,96,37,5,Not malfunction,parameters are working correctly
88,112,64,96,36,3,Not malfunction,parameters are working correctly
71,97,70,98,36,4,Not malfunction,parameters are working correctly
95,105,73,97,37,4,Not malfunction,parameters are working correctly
99,95,77,98,37,1,Not malfunction,parameters are working correctly
82,111,69,99,36,1,Not malfunction,parameters are working correctly
80,137,67,97,36,6,Malfunction,Blood_Pressure_Systolic
88,112,66,95,36,3,Not malfunction,parameters are working correctly
75,104,78,99,37,1,Not malfunction,parameters are working correctly
94,95,79,99,36,5,Not malfunction,parameters are working correctly
78,105,67,97,37,2,Not malfunction,parameters are working correctly
99,112,69,99,36,4,Not malfunction,parameters are working correctly
85,131,70,96,36,9,Malfunction,Blood_Pressure_Systolic
86,84,70,88,36,6,Malfunction,Oxygen_Saturation
89,106,72,98,40,7,Malfunction,Temperature
81,105,95,96,36,9,Malfunction,Blood_Pressure_Diastolic
79,97,72,96,37,5,Not malfunction,parameters are working correctly
74,103,62,90,36,8,Malfunction,Oxygen_Saturation
65,119,73,96,37,5,Not malfunction,parameters are working correctly
97,117,68,95,36,5,Not malfunction,parameters are working correctly
77,105,67,97,37,5,Not malfunction,parameters are working correctly
126,105,66,98,36,6,Malfunction,Heart_Rate
112,103,68,96,36,6,Malfunction,Heart_Rate
76,107,71,85,36,6,Malfunction,Oxygen_Saturation
74,93,64,96,36,4,Not malfunction,parameters are working correctly
55,92,69,85,36,7,Malfunction,Oxygen_Saturation
78,106,71,98,37,2,Not malfunction,parameters are working correctly
65,135,85,98,36,6,Malfunction,Blood_Pressure_Systolic
80,92,72,96,36,2,Not malfunction,parameters are working correctly
80,112,66,96,38,7,Malfunction,Temperature
88,107,68,98,39,8,Malfunction,Temperature
65,108,95,97,36,6,Malfunction,Blood_Pressure_Diastolic
63,100,80,95,37,3,Not malfunction,parameters are working correctly
93,95,63,100,36,5,Not malfunction,parameters are working correctly
52,120,92,95,36,8,Malfunction,Blood_Pressure_Diastolic
79,150,72,96,36,6,Malfunction,Blood_Pressure_Systolic
90,113,76,100,36,4,Not malfunction,parameters are working correctly
128,96,69,97,36,9,Malfunction,Heart_Rate
89,101,61,97,37,1,Not malfunction,parameters are working correctly
62,137,76,97,36,7,Malfunction,Blood_Pressure_Systolic
80,117,63,99,37,3,Not malfunction,parameters are working correctly
71,93,75,96,36,4,Not malfunction,parameters are working correctly
80,108,69,87,36,10,Malfunction,Oxygen_Saturation
94,93,75,98,36,2,Not malfunction,parameters are working correctly
88,116,79,100,37,1,Not malfunction,parameters are working correctly
74,100,80,95,36,2,Not malfunction,parameters are working correctly
116,96,72,97,36,8,Malfunction,Heart_Rate
100,98,71,95,36,1,Not malfunction,parameters are working correctly
91,91,73,95,37,4,Not malfunction,parameters are working correctly
77,90,65,97,39,9,Malfunction,Temperature
123,95,75,99,36,8,Malfunction,Heart_Rate
75,117,76,95,37,2,Not malfunction,parameters are working correctly
111,113,65,98,36,8,Malfunction,Heart_Rate
66,108,67,95,36,5,Not malfunction,parameters are working correctly
80,109,95,94,36,8,Malfunction,Blood_Pressure_Diastolic
90,102,65,90,36,6,Malfunction,Oxygen_Saturation
80,93,76,95,37,1,Not malfunction,parameters are working correctly
98,143,62,96,36,8,Malfunction,Blood_Pressure_Systolic
82,130,70,97,36,10,Malfunction,Blood_Pressure_Systolic
97,113,72,100,36,4,Not malfunction,parameters are working correctly
122,104,72,96,36,8,Malfunction,Heart_Rate
86,91,70,97,39,9,Malfunction,Temperature
64,135,72,97,36,7,Malfunction,Blood_Pressure_Systolic
89,113,69,86,36,9,Malfunction,Oxygen_Saturation
71,105,63,90,36,8,Malfunction,Oxygen_Saturation
65,116,61,95,37,5,Not malfunction,parameters are working correctly
88,109,71,99,37,3,Not malfunction,parameters are working correctly
62,102,62,95,37,5,Not malfunction,parameters are working correctly
79,149,67,97,36,9,Malfunction,Blood_Pressure_Systolic
100,143,69,97,36,10,Malfunction,Blood_Pressure_Systolic
67,97,63,99,36,4,Not malfunction,parameters are working correctly
83,110,71,97,38,6,Malfunction,Temperature
100,94,66,97,36,3,Not malfunction,parameters are working correctly
81,108,74,96,39,9,Malfunction,Temperature
62,105,72,97,37,1,Not malfunction,parameters are working correctly
117,104,72,98,36,6,Malfunction,Heart_Rate
70,149,67,97,36,9,Malfunction,Blood_Pressure_Systolic
72,99,69,98,38,7,Malfunction,Temperature
94,130,70,97,36,9,Malfunction,Blood_Pressure_Systolic
111,123,59,98,36,8,Malfunction,Heart_Rate
79,115,79,99,36,2,Not malfunction,parameters are working correctly
71,108,71,97,38,10,Malfunction,Temperature
80,143,63,98,36,10,Malfunction,Blood_Pressure_Systolic
100,109,63,97,37,5,Not malfunction,parameters are working correctly
78,94,73,99,37,4,Not malfunction,parameters are working correctly
69,106,69,99,36,2,Not malfunction,parameters are working correctly
69,94,74,96,36,2,Not malfunction,parameters are working correctly
74,109,63,86,36,10,Malfunction,Oxygen_Saturation
69,119,89,99,36,6,Malfunction,Blood_Pressure_Diastolic
98,93,61,98,37,4,Not malfunction,parameters are working correctly
70,105,63,97,37,4,Not malfunction,parameters are working correctly
86,96,75,99,37,2,Not malfunction,parameters are working correctly
106,97,90,96,36,10,Malfunction,Blood_Pressure_Diastolic
70,97,76,95,37,1,Not malfunction,parameters are working correctly
123,115,68,96,36,10,Malfunction,Heart_Rate
77,93,93,97,36,9,Malfunction,Blood_Pressure_Diastolic
85,136,75,99,36,10,Malfunction,Blood_Pressure_Systolic
62,144,74,97,36,6,Malfunction,Blood_Pressure_Systolic
82,138,67,97,36,8,Malfunction,Blood_Pressure_Systolic
75,114,71,99,37,5,Not malfunction,parameters are working correctly
80,106,72,88,36,6,Malfunction,Oxygen_Saturation
77,94,64,96,40,8,Malfunction,Temperature
89,99,74,97,38,7,Malfunction,Temperature
87,99,76,85,36,10,Malfunction,Oxygen_Saturation
79,119,78,97,36,2,Not malfunction,parameters are working correctly
71,114,69,96,37,2,Not malfunction,parameters are working correctly
99,108,60,98,36,1,Not malfunction,parameters are working correctly
84,98,60,100,36,1,Not malfunction,parameters are working correctly
62,105,91,97,36,6,Malfunction,Blood_Pressure_Diastolic
84,103,93,96,36,9,Malfunction,Blood_Pressure_Diastolic
65,91,61,97,36,5,Not malfunction,parameters are working correctly
77,95,93,96,36,9,Malfunction,Blood_Pressure_Diastolic
79,100,75,99,36,5,Not malfunction,parameters are working correctly
64,115,68,99,36,5,Not malfunction,parameters are working correctly
122,105,79,97,36,8,Malfunction,Heart_Rate
75,97,67,87,36,10,Malfunction,Oxygen_Saturation
73,95,61,100,37,4,Not malfunction,parameters are working correctly
97,103,66,99,36,2,Not malfunction,parameters are working correctly
91,97,72,96,36,5,Not malfunction,parameters are working correctly
94,95,79,96,36,3,Not malfunction,parameters are working correctly
69,105,64,97,40,8,Malfunction,Temperature
85,99,70,97,40,7,Malfunction,Temperature
89,107,65,96,38,10,Malfunction,Temperature
80,92,68,96,40,6,Malfunction,Temperature
80,106,88,100,36,9,Malfunction,Blood_Pressure_Diastolic
122,115,72,97,36,6,Malfunction,Heart_Rate
78,110,65,85,36,6,Malfunction,Oxygen_Saturation
94,111,60,98,36,5,Not malfunction,parameters are working correctly
81,106,76,85,36,9,Malfunction,Oxygen_Saturation
120,116,79,97,36,8,Malfunction,Heart_Rate
90,101,88,96,36,7,Malfunction,Blood_Pressure_Diastolic
74,92,69,100,37,3,Not malfunction,parameters are working correctly
87,146,70,98,36,6,Malfunction,Blood_Pressure_Systolic
70,96,70,95,37,4,Not malfunction,parameters are working correctly
100,101,79,99,37,3,Not malfunction,parameters are working correctly
96,100,73,95,37,2,Not malfunction,parameters are working correctly
71,104,77,97,37,3,Not malfunction,parameters are working correctly
96,111,72,96,36,2,Not malfunction,parameters are working correctly
84,116,79,95,36,2,Not malfunction,parameters are working correctly
86,113,62,99,39,9,Malfunction,Temperature
116,117,68,95,35,10,Malfunction,Heart_Rate
92,110,60,97,40,6,Malfunction,Temperature
120,100,67,98,36,10,Malfunction,Heart_Rate
130,108,77,96,36,7,Malfunction,Heart_Rate
97,101,90,97,36,9,Malfunction,Blood_Pressure_Diastolic
67,131,73,96,37,7,Malfunction,Blood_Pressure_Systolic
79,105,67,98,38,10,Malfunction,Temperature
68,98,79,98,36,5,Not malfunction,parameters are working correctly
129,105,75,96,36,9,Malfunction,Heart_Rate
75,140,63,98,36,8,Malfunction,Blood_Pressure_Systolic
63,107,90,96,36,9,Malfunction,Blood_Pressure_Diastolic
80,101,89,96,36,6,Malfunction,Blood_Pressure_Diastolic
